position COMBINED_rate(cM/Mb) Genetic_Map(cM)
29657512 0.1380624264 25.8823961954
29657701 0.2308007335 25.8824222892
29657745 0.3361353570 25.8824324445
29658970 0.2909602272 25.8828442103
29659477 0.0114702404 25.8829917271
29662305 0.0114702404 25.8830241649
29664042 0.0114264336 25.8830440888
29664376 0.0113640705 25.8830479052
29664503 0.0113334301 25.8830493484
29664530 0.0112517577 25.8830496544
29664796 0.0112383709 25.8830526474
29664966 0.0112383709 25.8830545579
29664982 0.0112383709 25.8830547377
29665094 0.0112645730 25.8830559964
29665212 0.0112645730 25.8830573256
29665644 0.0112897005 25.8830621919
29665709 0.0114248677 25.8830629258
29665940 0.4827819837 25.8830655649
29665955 1.5355918618 25.8830728066
29666285 1.5817688447 25.8835795520
29666350 3.0440624632 25.8836823669
29666434 1.9668503642 25.8839380682
29666552 1.9078997815 25.8841701565
29668265 1.1547058973 25.8874383888
29668697 0.0190288176 25.8879372218
29670046 0.0144552407 25.8879628917
29670396 0.0130395290 25.8879679510
29672243 0.0130395290 25.8879920350
29673876 0.0130395290 25.8880133286
29675608 0.0137298352 25.8880359130
29676272 0.1086582562 25.8880450296
29676565 0.6399743807 25.8880768665
29677124 0.6888019337 25.8884346122
29677415 0.6888019337 25.8886350535
29677437 0.2552416540 25.8886502072
29677962 0.0807077569 25.8887842091
29684304 0.0806985467 25.8892960577
29684384 0.0806714746 25.8893025135
29685129 0.0806714352 25.8893626138
29686101 0.0806714352 25.8894410264
29687154 0.0806714352 25.8895259734
29687806 0.0806714352 25.8895785712
29696427 0.0466909728 25.8902740397
29697015 0.0204838700 25.8903014940
29701255 0.0173704501 25.8903883456
29701257 0.0140524841 25.8903883803
29704566 0.0132097726 25.8904348800
29714188 0.0133465966 25.8905619844
29714219 0.0134307083 25.8905623982
29714782 0.0135845129 25.8905699596
29715108 0.0138575739 25.8905743882
29720157 0.0601844903 25.8906443551
29720416 0.1135478785 25.8906599429
29723427 0.1471950592 25.8910018355
29725545 0.1628989590 25.8913135947
29725697 0.1629178081 25.8913383553
29726293 0.8212461069 25.8914354543
29728060 0.2600123151 25.8928865962
29731627 0.2599194687 25.8938140601
29734120 0.2599831305 25.8944620394
29734334 0.2599110789 25.8945176757
29734533 0.2601578642 25.8945693980
29735243 0.2601523455 25.8947541101
29736461 0.2630725698 25.8950709757
29736742 0.2690101469 25.8951448991
29737177 0.2926504745 25.8952619185
29739743 1.0004897956 25.8960128596
29740271 1.0624652488 25.8965411182
29740646 1.1882707551 25.8969395427
29741753 0.9297691513 25.8982549584
29742044 0.1802797507 25.8985255212
29751013 0.1787652451 25.9001424503
29752168 0.1604633666 25.9003489242
29752652 0.1599855819 25.9004265885
29754362 0.1596678356 25.9007001638
29754551 0.1592792525 25.9007303410
29754715 0.1590517440 25.9007564628
29754789 0.1587146248 25.9007682326
29759665 0.1577696474 25.9015421252
29759949 0.0581268613 25.9015869317
29761014 0.0574135260 25.9016488368
29762552 0.0498438258 25.9017371388
29763779 0.0435521911 25.9017982972
29769358 0.0435505978 25.9020412749
29769803 0.0435829576 25.9020606549
29773832 0.0435768368 25.9022362506
29783274 0.0435237366 25.9026477031
29792640 0.0438737627 25.9030553465
29793666 0.0451249883 25.9031003609
29796277 0.3946149221 25.9032181823
29797459 0.4999979586 25.9036846171
29797774 0.3357347872 25.9038421165
29798258 0.0515774368 25.9040046121
29801634 0.0515722381 25.9041787375
29802502 0.0515570015 25.9042235022
29805599 0.0616829123 25.9043831743
29805767 4.7686362310 25.9043935370
29806023 0.2581652172 25.9056143079
29807179 0.2452854034 25.9059127469
29807211 0.1432183309 25.9059205960
29807358 0.0837716380 25.9059416491
29807818 0.0833875402 25.9059801840
29808359 0.0830797390 25.9060252967
29808902 0.0825682333 25.9060704090
29809165 0.0824330044 25.9060921245
29810229 0.0824821117 25.9061798332
29810342 0.0826683628 25.9061891536
29810577 0.0827926105 25.9062085807
29810970 0.0829203750 25.9062411182
29811483 0.0832231604 25.9062836564
29812937 0.0837591451 25.9064046628
29814506 0.0846011738 25.9065360809
29815979 0.0846752420 25.9066606985
29816096 0.0847817925 25.9066706055
29816985 0.0880094419 25.9067459765
29817989 0.0934803139 25.9068343380
29818072 0.0934974685 25.9068420968
29819802 0.0934974685 25.9070038474
29820120 0.1058543809 25.9070335796
29824730 0.1058365460 25.9075215683
29826486 0.1058017660 25.9077074173
29827425 0.1095162779 25.9078067652
29835476 0.1090791611 25.9086884807
29836417 0.1071036807 25.9087911242
29837086 0.1066459701 25.9088627766
29837232 0.1034574582 25.9088783469
29837267 0.1023396296 25.9088819679
29837423 0.1000390798 25.9088979329
29837821 0.0972745512 25.9089377484
29838185 0.0939407770 25.9089731564
29838403 0.0893819903 25.9089936355
29838780 0.0834731469 25.9090273325
29838999 0.0765647315 25.9090456131
29839350 0.0713693793 25.9090724873
29840236 0.0678608531 25.9091357206
29840584 0.0649629076 25.9091593362
29841564 0.0636041153 25.9092229998
29841958 0.0622426174 25.9092480598
29842157 0.0613626982 25.9092604461
29847791 0.0613405763 25.9096061636
29848731 0.0613334461 25.9096638237
29848929 0.0613451343 25.9096759677
29849468 0.0614329952 25.9097090327
29849872 0.0617682299 25.9097338517
29851356 0.0619041604 25.9098255157
29851402 0.0791060803 25.9098283633
29851864 0.1405443008 25.9098649103
29852551 0.3443267991 25.9099614643
29853151 0.4083360783 25.9101680603
29853663 0.4470336563 25.9103771284
29854290 0.4883794023 25.9106574185
29854367 0.5298758897 25.9106950237
29855417 0.5824984010 25.9112513934
29855592 0.5216006295 25.9113533306
29856667 0.5195252042 25.9119140513
29857817 0.2047525019 25.9125115053
29858043 0.2040396672 25.9125577794
29858796 0.2039732500 25.9127114212
29860859 0.1550438665 25.9131322180
29862280 0.1799869291 25.9133525354
29862475 0.2599604359 25.9133876328
29862572 0.3527230833 25.9134128490
29864578 0.3542420203 25.9141204115
29864685 0.3522771336 25.9141583154
29864984 0.3624584452 25.9142636463
29865233 0.3318296064 25.9143538984
29865353 0.2966095813 25.9143937180
29865863 0.1341954580 25.9145449889
29866986 0.1105692638 25.9146956903
29867251 0.0980778717 25.9147249912
29869074 0.1894044606 25.9149037872
29869693 0.4084883580 25.9150210285
29869731 0.6234033477 25.9150365511
29870041 0.7195396684 25.9152298061
29872036 0.7270013225 25.9166652878
29872599 0.8210594950 25.9170745895
29873472 5.7818963648 25.9177913744
29874784 5.7873839442 25.9253772225
29875078 5.7999908187 25.9270787134
29875174 5.5654948954 25.9276355125
29875497 5.5751507218 25.9294331673
29877402 5.3630168270 25.9400538294
29877524 0.0217839356 25.9407081175
29878773 0.2405398281 25.9407353256
29883581 0.0445090040 25.9418918411
29883710 0.0443709261 25.9418975828
29883796 0.0231460530 25.9419013987
29883814 0.0067450418 25.9419018153
29883929 0.0030225107 25.9419025910
29884283 0.0028523905 25.9419036610
29885070 0.0028535635 25.9419059058
29887475 0.0028359713 25.9419127686
29887501 0.0028359713 25.9419128424
29887852 0.0028359713 25.9419138378
29888722 0.0028359713 25.9419163051
29889201 0.0028359713 25.9419176635
29889645 0.0028359713 25.9419189227
29889663 0.0028359713 25.9419189737
29890130 0.0028359713 25.9419202981
29890638 0.0028359713 25.9419217388
29891043 0.0028359713 25.9419228874
29891274 0.0028359713 25.9419235425
29891656 0.0028359713 25.9419246258
29891716 0.0028359713 25.9419247960
29892339 0.0033297264 25.9419265628
29892434 0.4309793994 25.9419268791
29892600 1.0155840313 25.9419984217
29893155 0.0779559555 25.9425620708
29893943 0.0017632620 25.9426235001
29895297 0.0016128692 25.9426258876
29897465 0.0016128692 25.9426293843
29897712 0.0016128692 25.9426297827
29899280 0.0016128692 25.9426323116
29899442 0.0016128692 25.9426325729
29900576 0.0016128692 25.9426344019
29900605 0.0016115138 25.9426344487
29901238 0.0016115138 25.9426354688
29901347 0.0016115138 25.9426356444
29902425 0.0016115138 25.9426373816
29902529 0.0016115138 25.9426375492
29903954 0.0016115138 25.9426398456
29904629 0.0016115138 25.9426409334
29905537 0.0016115138 25.9426423967
29907548 0.0016115138 25.9426456374
29907906 0.0016115138 25.9426462143
29908140 0.0016115138 25.9426465914
29908920 0.0016115138 25.9426478484
29909405 0.0016115138 25.9426486300
29909449 0.0016115138 25.9426487009
29909486 0.0016115138 25.9426487605
29910215 0.0016114153 25.9426499353
29910255 0.0016114153 25.9426499998
29910737 0.0016114153 25.9426507765
29910995 0.0016114153 25.9426511922
29911351 0.0016114153 25.9426517659
29912376 0.0016114153 25.9426534176
29913871 0.0016114153 25.9426558267
29914195 0.0016114153 25.9426563488
29915124 0.0016114153 25.9426578458
29915407 0.0016114153 25.9426583018
29916302 0.0016114153 25.9426597440
29918313 0.0016114153 25.9426629846
29919209 0.0016100198 25.9426644284
29919231 0.0016100198 25.9426644638
29919317 0.0016100198 25.9426646023
29920437 0.0016100198 25.9426664055
29921270 0.0016100198 25.9426677467
29921299 0.0016100198 25.9426677933
29921863 0.0016100198 25.9426687014
29922129 0.0016092382 25.9426691297
29922849 0.0016092382 25.9426702883
29923173 0.0016092382 25.9426708097
29923402 0.0016092382 25.9426711782
29924138 0.0016096884 25.9426723626
29924205 0.0016096884 25.9426724705
29924289 0.0016096884 25.9426726057
29924311 0.0016096884 25.9426726411
29924992 0.0016096884 25.9426737373
29925481 0.0016096884 25.9426745244
29926010 0.0016096884 25.9426753760
29926184 0.0016098509 25.9426756560
29926304 0.0016098509 25.9426758492
29926614 0.0016098509 25.9426763483
29928322 0.0016098509 25.9426790979
29931807 0.0016098509 25.9426847082
29932583 0.0016098509 25.9426859575
29933027 0.0016350347 25.9426866723
29934143 0.0036791622 25.9426884970
29935034 0.0234770945 25.9426917751
29935438 0.0496247966 25.9427012598
29936000 0.1993800756 25.9427291490
29936254 0.1842943112 25.9427797915
29939356 0.2750940725 25.9433514725
29945678 0.2791502434 25.9450906172
29947027 1.6540529187 25.9454671909
29951224 1.6213184007 25.9524092510
29953920 1.5986941642 25.9567803254
29957889 1.5990421534 25.9631255425
29960537 1.5329879095 25.9673598061
29963596 1.9676574725 25.9720492161
29963829 2.1304490951 25.9725076803
29964833 15.4981888370 25.9746466512
29966521 16.0199264811 26.0008075940
29966756 16.5933157133 26.0045722767
29972433 5.1867791399 26.0987725300
29972902 2.6515937799 26.1012051294
29974412 0.6522884956 26.1052090360
29974947 0.3118362472 26.1055580104
29975287 0.2973550669 26.1056640347
29975538 0.2931757804 26.1057386708
29977303 0.2946435766 26.1062561261
29979194 0.3078042340 26.1068132971
29979395 0.3225096712 26.1068751657
29979759 0.3236685874 26.1069925593
29980154 0.3770988840 26.1071204083
29980809 1.8578688876 26.1073674081
29984191 23.4239697898 26.1136507207
29984388 24.7230575304 26.1182652427
29985165 24.2425083195 26.1374750584
29985631 12.4185980081 26.1487720673
29985816 2.0876070501 26.1510695080
29987815 1.7572212725 26.1552426344
29989154 1.7324679941 26.1575955537
29989816 1.6906727768 26.1587424475
29990092 1.6891805509 26.1592090732
29993724 1.6995323503 26.1653441770
29994909 1.5583780526 26.1673581228
29995317 1.4151197029 26.1679939411
29995432 1.3163992748 26.1681566798
29995631 1.0516560536 26.1684186433
29996013 0.8547512358 26.1688203759
29997162 0.8536662082 26.1698024851
29997368 0.8374750484 26.1699783403
29997407 0.8265527953 26.1700110018
29997793 0.8252777537 26.1703300512
29998226 0.8507013825 26.1706873965
29998431 0.9211714321 26.1708617903
29998978 1.1228377666 26.1713656710
29999404 5.9136614845 26.1718439999
30000212 6.5252475040 26.1766222384
30001535 3.0656532478 26.1852551409
30001731 0.2260317337 26.1858560089
30002320 0.2215082680 26.1859891416
30003526 0.2143363922 26.1862562806
30004732 0.2091301742 26.1865147702
30004979 0.1997727951 26.1865664254
30005842 0.1944387244 26.1867388293
30006329 0.1901497670 26.1868335210
30007740 0.1917224687 26.1871018223
30007762 0.1905374946 26.1871060402
30008596 0.5972242374 26.1872649485
30009283 0.5971742339 26.1876752415
30010836 0.2169230006 26.1886026531
30012769 0.2170107133 26.1890219653
30012876 0.1892240218 26.1890451854
30014498 0.1844108349 26.1893521068
30015005 0.1814818961 26.1894456031
30015059 0.1786577236 26.1894554031
30016118 0.1784901608 26.1896446016
30016252 0.1783802530 26.1896685193
30016555 0.1783388420 26.1897225685
30016600 0.1781433581 26.1897305938
30016646 0.1780345538 26.1897387884
30016775 0.1777815841 26.1897617548
30017218 0.1777179830 26.1898405121
30018232 0.1776734327 26.1900207181
30019458 0.1776752046 26.1902385457
30022086 0.1776765730 26.1907054762
30023465 0.1777041943 26.1909504922
30024529 0.3242864530 26.1911395694
30025001 1.4264133350 26.1912926326
30026957 1.4269093853 26.1940826971
30027325 1.7283084840 26.1946077998
30027912 1.7283489874 26.1956223168
30028537 1.7272732972 26.1967025350
30029658 0.3380341226 26.1986388083
30030066 0.3382061155 26.1987767262
30032876 0.3384059744 26.1997270854
30034806 0.3591335614 26.2003802090
30035160 0.5322139545 26.2005073422
30035460 0.7707679040 26.2006670064
30035740 1.7018327307 26.2008828214
30035941 2.2403262650 26.2012248898
30036714 2.1603590787 26.2029566620
30037447 1.3193400325 26.2045402052
30037489 0.7197901549 26.2045956175
30037558 0.2745201348 26.2046452830
30037858 0.2024631999 26.2047276391
30038771 0.1961173221 26.2049124880
30039494 0.1961140171 26.2050542808
30041414 0.1754985919 26.2054308197
30041453 0.1755326232 26.2054376642
30041471 0.1755654749 26.2054408237
30041912 0.1755780446 26.2055182481
30042071 0.1593716621 26.2055461650
30044127 0.1829894847 26.2058738332
30044260 0.2164196056 26.2058981708
30044507 0.2693414098 26.2059516264
30044699 0.3462218823 26.2060033400
30044946 0.5250623236 26.2060888568
30045195 0.7934846925 26.2062195973
30046038 0.7982251694 26.2068885049
30046139 0.7988514649 26.2069691256
30046352 0.7984603861 26.2071392810
30046427 0.7977483517 26.2071991655
30048022 0.7984375603 26.2084715741
30048063 0.7997411511 26.2085043101
30049020 0.8022528933 26.2092696623
30050675 0.8025495013 26.2105973909
30054124 0.8032796018 26.2133653841
30054781 0.8032209408 26.2138931388
30055518 0.8031035781 26.2144851126
30056826 0.8030837535 26.2155355721
30057145 0.8078841290 26.2157917558
30057610 0.8665558801 26.2161674220
30057740 0.9433565463 26.2162800742
30058169 0.9877060356 26.2166847742
30058376 0.9946362044 26.2168892293
30058418 0.9886863927 26.2169310041
30058580 0.9130517971 26.2170911713
30058873 0.7123601364 26.2173586954
30060036 0.7018562081 26.2181871703
30060111 0.6938487673 26.2182398095
30060176 0.6862304549 26.2182849097
30060958 0.6899113966 26.2188215419
30061241 0.6945426756 26.2190167868
30061449 0.7141537405 26.2191612517
30061611 0.7612943544 26.2192769446
30062035 0.8771610213 26.2195997334
30064028 0.8699335383 26.2213479153
30067518 0.3215166414 26.2243839833
30070787 2.6333068694 26.2254350212
30071045 2.8121282043 26.2261144144
30071526 1.8653161630 26.2274670481
30071700 0.2816406996 26.2277916131
30071854 0.2718730972 26.2278349858
30072148 0.2318437869 26.2279149165
30072156 0.1945130029 26.2279167712
30072411 0.1888345645 26.2279663720
30072565 0.1872888064 26.2279954525
30074640 0.1867652298 26.2283840768
30076792 0.1889215675 26.2287859956
30077139 0.1930069820 26.2288515514
30079679 0.1975129267 26.2293417891
30080579 0.4088285595 26.2295195507
30082254 0.4665601536 26.2302043386
30082516 0.6811375101 26.2303265773
30082561 1.0005572516 26.2303572285
30082620 1.3943299334 26.2304162614
30083182 1.2995391077 26.2311998748
30083329 1.3593268096 26.2313909071
30083366 1.4022903372 26.2314412022
30083665 1.9221666329 26.2318604870
30083706 4.4165833796 26.2319392958
30083852 1.1002569638 26.2325841170
30083979 0.9659838605 26.2327238496
30084289 0.9353015184 26.2330233046
30084475 0.6972821166 26.2331972707
30084626 0.5653355441 26.2333025603
30084759 0.5246613645 26.2333777499
30085154 1.2728726273 26.2335849912
30085165 2.3120550725 26.2335989928
30085211 4.7795148980 26.2337053473
30085464 0.7182735158 26.2349145646
30086218 1.8961781028 26.2354561428
30086242 3.0278174377 26.2355016511
30086608 3.0968662235 26.2366098323
30086838 3.2114085074 26.2373221115
30087000 3.2181519919 26.2378423597
30087245 27.0180811964 26.2386308069
30087527 27.1544295453 26.2462499058
30088094 27.1544295453 26.2616464674
30088618 0.5575342814 26.2758753884
30088689 0.0252226853 26.2759149734
30090349 0.0252056540 26.2759568430
30090949 0.0250774793 26.2759719664
30092673 0.0250894612 26.2760152000
30094507 0.0261974944 26.2760612141
30094924 0.0338748961 26.2760721384
30096476 0.0293041205 26.2761247123
30097303 0.0283178879 26.2761489468
30098102 0.0347118942 26.2761715728
30098622 0.0635288259 26.2761896229
30098960 0.1431639931 26.2762110957
30100757 0.2937106790 26.2764683614
30102790 0.2935625502 26.2770654752
30104117 0.2934145863 26.2774550327
30104376 0.2933539569 26.2775310271
30104450 0.3222392360 26.2775527353
30104751 0.3382361581 26.2776497293
30104934 0.3458058590 26.2777116265
30106704 0.3469305320 26.2783237029
30106782 0.3475830780 26.2783507634
30108578 0.4030461994 26.2789750227
30108777 0.6564864490 26.2790552289
30111868 0.4987981164 26.2810844285
30112047 0.3709077249 26.2811737133
30112968 2.1283248928 26.2815153193
30117753 0.0595761457 26.2916993540
30119745 0.0595369682 26.2918180296
30121289 0.0596003905 26.2919099547
30122248 0.0596831663 26.2919671115
30122977 0.0596831663 26.2920106205
30123436 0.0598279019 26.2920380151
30123522 0.0598279019 26.2920431603
30124447 0.0598279019 26.2920985011
30124529 0.0599905832 26.2921034070
30131481 0.1105983602 26.2925204615
30131627 0.1589148146 26.2925366089
30132269 0.1650045228 26.2926386322
30132431 0.1685469497 26.2926653629
30132924 0.1750087720 26.2927484566
30132987 0.1749934327 26.2927594821
30133241 0.1773862036 26.2928039305
30133278 0.1786968136 26.2928104937
30133402 0.1807531932 26.2928326522
30133977 0.1807531932 26.2929365852
30134166 0.1914842519 26.2929707476
30136223 0.2141223210 26.2933646307
30136799 0.2439512018 26.2934879652
30137170 0.3596619485 26.2935784711
30137256 0.4884712583 26.2936094020
30137756 0.6193568881 26.2938536376
30138067 0.6230010751 26.2940462576
30141017 0.5977516827 26.2958841108
30143239 0.6140587013 26.2972123150
30145020 0.2567669826 26.2983059536
30145477 0.2367483194 26.2984232961
30146417 0.2169050437 26.2986458395
30147264 0.1424621432 26.2988295581
30147855 0.1254713111 26.2989137532
30148531 0.1126397206 26.2989985718
30148593 0.1003919152 26.2990055555
30148632 0.0988463271 26.2990094707
30149996 0.0940583487 26.2991442971
30153721 0.0945303386 26.2994946645
30155183 0.0960916167 26.2996328678
30158381 0.0961022763 26.2999401688
30160985 0.1583880374 26.3001904192
30161243 0.2132368837 26.3002312833
30161315 0.2531173929 26.3002466363
30161661 0.2826157766 26.3003342149
30163313 0.2879975124 26.3008010962
30163670 0.2952587483 26.3009039113
30163729 0.2952587483 26.3009213316
30163941 0.2897763454 26.3009839264
30164880 0.2868929160 26.3012560264
30164975 0.2869132279 26.3012832813
30164990 0.2808333690 26.3012875849
30164998 0.2808953718 26.3012898316
30167271 0.2144730516 26.3019283068
30167356 0.1506838885 26.3019465370
30168901 0.1461689607 26.3021793436
30171304 0.1471601239 26.3025305876
30171846 39.8652332625 26.3026103484
30172411 39.8586478614 26.3251342052
30172759 9.6889306893 26.3390050147
30173099 8.5341584591 26.3422992511
30173506 8.4482749926 26.3457726536
30173563 8.3751526162 26.3462542053
30174816 8.4046586312 26.3567482715
30174830 8.4324966047 26.3568659367
30175120 8.2896086803 26.3593113607
30175140 6.6413896344 26.3594771529
30175854 1.3386147643 26.3642191051
30176325 1.1426807900 26.3648495927
30176654 0.9935169109 26.3652255346
30177362 0.9750040951 26.3659289446
30177682 0.7618499401 26.3662409459
30178638 0.6399024175 26.3669692745
30178683 0.5263530796 26.3669980701
30181941 0.5193722072 26.3687129284
30182318 0.5162051260 26.3689087317
30183663 0.5176164524 26.3696030276
30183749 0.5202483243 26.3696475426
30183923 0.5209165565 26.3697380658
30184013 0.5161242297 26.3697849483
30184411 0.5192854251 26.3699903658
30185624 0.7406011355 26.3706202590
30186208 0.8724486358 26.3710527701
30186476 1.9306435532 26.3712865863
30186609 5.5946565133 26.3715433619
30187015 6.4042240669 26.3738147924
30189295 5.2765234310 26.3884164233
30189338 4.5135464028 26.3886433138
30190213 4.1021052050 26.3925926669
30190622 2.0642386810 26.3942704279
30190637 0.2916376576 26.3943013915
30190661 0.2910228618 26.3943083908
30192422 0.2934965996 26.3948208821
30192712 0.2996159140 26.3949059961
30193962 0.2996399970 26.3952805160
30195021 0.2621151223 26.3955978347
30195523 0.2180694670 26.3957294165
30195651 0.1822706391 26.3957573294
30195957 0.1825366345 26.3958131042
30196358 0.1766734832 26.3958863014
30198075 0.6291361686 26.3961896498
30198685 1.6049627472 26.3965734229
30198714 2.7744126389 26.3966199668
30198807 4.1524862066 26.3968779872
30198836 5.3834952824 26.3969984093
30199126 5.3856487730 26.3985596229
30200222 7.1019522900 26.4044622940
30205330 3.8428157269 26.4407390663
30205583 0.9748453838 26.4417112986
30205709 0.7031434618 26.4418341291
30206037 0.2327448894 26.4420647602
30207080 0.2311971310 26.4423075131
30210388 0.2323451115 26.4430723132
30211142 0.2338637460 26.4432475014
30212239 0.2388596134 26.4435040500
30212293 0.2442378849 26.4435169484
30212496 0.2452066536 26.4435665287
30226573 16.9260747038 26.4470183027
30226590 40.7025440331 26.4473060460
30228226 40.7237295048 26.5138954081
30228546 40.7237295048 26.5269270015
30228824 40.7237295048 26.5382481983
30228885 40.7237295048 26.5407323458
30228925 40.7237295048 26.5423612950
30230756 40.7237295048 26.6169264437
30231105 29.6195407403 26.6311390253
30231215 20.3726102813 26.6343971748
30231488 4.3269220296 26.6399588974
30232287 0.3648083526 26.6434161081
30232481 0.3527835528 26.6434868809
30296605 0.3527934862 26.6661087734
30296859 2.7890573643 26.6661983830
30297161 2.9893469915 26.6670406783
30297184 3.1676656352 26.6671094333
30297384 3.1893628826 26.6677429664
30297502 3.1947111795 26.6681193112
30297802 2.2807277304 26.6690777246
30297803 2.2809922375 26.6690800053
30297854 0.4045802257 26.6691963359
30298040 0.4040934073 26.6692715879
30298530 0.3975176359 26.6694695936
30298847 0.3985069913 26.6695956067
30299212 0.4043746256 26.6697410618
30299779 0.4141947772 26.6699703422
30299857 0.4242234157 26.6700026494
30301156 0.4946517100 26.6705537156
30301189 0.6508610110 26.6705700391
30301442 0.6669201772 26.6707347069
30301450 7.0711346342 26.6707400423
30301633 7.3464134489 26.6720340599
30302218 -1 26.6763317118
30302973 -1 26.6763317118
30408950 -1 26.6763317118
30565320 -1 26.6763317118
30601325 -1 26.6763317118
30690445 -1 26.6763317118
30697603 7.7612605183 26.6763317118
30701525 11.2072134230 26.7067713756
30712092 10.2873131355 26.8251979998
30713357 5.6964465840 26.8382114509
30713368 0.8368341372 26.8382741118
30714768 0.8032981989 26.8394456796
30719196 3.7723756166 26.8430026840
30719390 3.8966857234 26.8437345249
30721385 3.8915166187 26.8515084129
30722380 0.7490360120 26.8553804720
30723787 0.7494743680 26.8564343656
30724755 0.7498899981 26.8571598568
30725246 0.7505094163 26.8575280528
30726053 0.7520716666 26.8581337139
30727238 0.7571301648 26.8590249188
30730413 1.1829015849 26.8614288071
30731135 1.4689625690 26.8622828620
30732162 1.5209685163 26.8637914866
30733560 1.7447049757 26.8659178006
30734914 2.2301721220 26.8682801311
30734931 2.7278959459 26.8683180441
30734943 3.1042913923 26.8683507788
30735098 3.5744242717 26.8688319440
30735132 3.9641018863 26.8689534744
30735171 4.2294067735 26.8691080744
30735386 4.4863728773 26.8700173968
30739485 4.8981475213 26.8884070393
30740356 5.3477096255 26.8926733257
30742387 4.3124410312 26.9035345240
30746003 1.1786301704 26.9191283108
30746247 0.8639667863 26.9194158965
30747838 0.8532937277 26.9207904677
30747917 0.8478334875 26.9208578779
30749197 0.9664186949 26.9219431047
30749395 1.1860742352 26.9221344557
30749532 1.3733336293 26.9222969478
30749742 2.7583900567 26.9225853479
30749934 3.0605164524 26.9231149588
30750051 3.2535970102 26.9234730392
30750497 12.9400967928 26.9249241435
30750568 28.4186779260 26.9258428903
30751048 34.1491746105 26.9394838557
30751109 34.9224085328 26.9415669554
30752649 34.3764311595 26.9953474645
30752740 34.3764311595 26.9984757198
30752922 24.3057775771 27.0047322302
30753521 22.4072203506 27.0192913910
30755131 23.5718007522 27.0553670158
30755172 24.9656150388 27.0563334596
30755270 37.2683112700 27.0587800899
30756123 14.3022884784 27.0905699594
30756215 3.2069626963 27.0918857699
30756290 2.6188563511 27.0921262921
30756749 2.6372017367 27.0933283472
30757349 2.7956652212 27.0949106682
30757435 2.8107978723 27.0951510955
30757448 2.8357493923 27.0951876358
30757493 2.8479475776 27.0953152445
30757554 2.7444853993 27.0954889693
30757842 2.7317459640 27.0962793811
30758440 2.5857885985 27.0979129652
30758577 2.3970213914 27.0982672183
30759050 2.0678799699 27.0994010094
30759226 0.6274300954 27.0997649563
30760231 0.6249456310 27.1003955235
30760289 0.6198848958 27.1004317704
30762980 0.5832969054 27.1020998806
30763009 0.5398728998 27.1021167962
30763347 0.4845178645 27.1022992733
30764393 0.3958035614 27.1028060789
30764833 0.3567760415 27.1029802325
30766905 0.3566331397 27.1037194725
30767015 0.3563585703 27.1037587021
30767310 0.3558410330 27.1038638279
30768620 0.3565738976 27.1043299796
30768935 0.3701746298 27.1044423004
30769270 1.7539669678 27.1045663089
30771920 1.7671506512 27.1092143214
30772597 1.7854050811 27.1104106824
30772770 1.8221733436 27.1107195575
30773163 1.8254580900 27.1114356716
30773246 1.9741475356 27.1115871846
30773279 2.1148731331 27.1116523315
30773663 3.4063849872 27.1124644428
30774206 3.8535040001 27.1143141098
30775374 3.7236034135 27.1188150025
30775388 3.6158139897 27.1188671329
30775430 3.4995802084 27.1190189971
30776539 3.5000500415 27.1229000316
30777002 3.4990240862 27.1245205547
30778550 3.4554854544 27.1299370440
30779005 3.4103324090 27.1315092899
30779122 3.3968627284 27.1319082988
30779779 3.4085667130 27.1341400376
30780036 3.5996931793 27.1350160392
30780403 3.8581063421 27.1363371266
30780937 4.1498649584 27.1383973554
30781293 7.3689335725 27.1398747074
30781348 7.3840302029 27.1402799987
30781704 7.5030940857 27.1429087135
30781917 7.5069599743 27.1445068725
30782048 7.5051423150 27.1454902843
30782135 7.5050230517 27.1461432316
30782198 7.4896716932 27.1466160481
30782403 7.4888765208 27.1481514308
30782590 6.5402809271 27.1495518507
30782646 5.1211167454 27.1499181064
30782673 4.8371252418 27.1500563766
30782792 4.5971818717 27.1506319945
30783431 1.2055527575 27.1535695937
30783994 1.2056430326 27.1542483199
30784442 1.2055623754 27.1547884480
30784467 1.2082754672 27.1548185870
30784874 1.2101511216 27.1553103552
30784959 1.2112677850 27.1554132180
30785072 1.2120857002 27.1555500913
30785128 1.2104410858 27.1556179681
30785418 1.2097424094 27.1559689960
30785595 1.2111640141 27.1561831204
30786244 1.2336258868 27.1569691658
30787062 1.2352050037 27.1579782718
30787098 1.2485826001 27.1580227392
30788001 1.0308655407 27.1591502093
30788377 1.0302101462 27.1595378147
30788556 0.9021824209 27.1597222223
30788858 0.8599946347 27.1599946814
30790550 0.8736053184 27.1614497923
30791354 0.8998639316 27.1621521710
30791539 0.9175318477 27.1623186458
30793167 0.9479084688 27.1638123877
30793800 0.8627438485 27.1644124138
30796770 0.7227457992 27.1669747630
30798028 0.7189081424 27.1678839772
30802498 2.2995377660 27.1710974966
30802694 2.4829601339 27.1715482060
30802752 2.6026903473 27.1716922177
30803446 2.5910538421 27.1734984848
30803770 0.3868744588 27.1743379862
30805711 0.4290212011 27.1750889096
30807925 0.4607534271 27.1760387625
30808220 0.6178281796 27.1761746848
30809874 1.1214489409 27.1771965726
30810390 1.1943516403 27.1777752402
30810778 1.5839161965 27.1782386487
